#    L    TT             EE             BB             TE          
  1553   0.548175E+03   0.173113E+02   0.782368E-01   0.616910E+01
  1554   0.545255E+03   0.174111E+02   0.781278E-01   0.608454E+01
  1555   0.542343E+03   0.175096E+02   0.780604E-01   0.599155E+01
  1556   0.539457E+03   0.176073E+02   0.779513E-01   0.588973E+01
  1557   0.536584E+03   0.177045E+02   0.778838E-01   0.577950E+01
  1558   0.533734E+03   0.178012E+02   0.777746E-01   0.566131E+01
  1559   0.530906E+03   0.178961E+02   0.777071E-01   0.553437E+01
  1560   0.528097E+03   0.179909E+02   0.775978E-01   0.539913E+01
  1561   0.525294E+03   0.180844E+02   0.775304E-01   0.525601E+01
  1562   0.522514E+03   0.181773E+02   0.774210E-01   0.510463E+01
  1563   0.519758E+03   0.182688E+02   0.773537E-01   0.494584E+01
  1564   0.517028E+03   0.183597E+02   0.772444E-01   0.477925E+01
  1565   0.514322E+03   0.184488E+02   0.771772E-01   0.460491E+01
  1566   0.511636E+03   0.185372E+02   0.770679E-01   0.442366E+01
  1567   0.508966E+03   0.186234E+02   0.770009E-01   0.423432E+01
  1568   0.506325E+03   0.187098E+02   0.768917E-01   0.403805E+01
  1569   0.503711E+03   0.187943E+02   0.768249E-01   0.383465E+01
  1570   0.501122E+03   0.188780E+02   0.767159E-01   0.362434E+01
  1571   0.498558E+03   0.189611E+02   0.766494E-01   0.340749E+01
  1572   0.496015E+03   0.190414E+02   0.765405E-01   0.318349E+01
  1573   0.493497E+03   0.191210E+02   0.764743E-01   0.295303E+01
  1574   0.491016E+03   0.191987E+02   0.763656E-01   0.271610E+01
  1575   0.488553E+03   0.192756E+02   0.762997E-01   0.247290E+01
  1576   0.486119E+03   0.193498E+02   0.761913E-01   0.222350E+01
  1577   0.483711E+03   0.194231E+02   0.761258E-01   0.196807E+01
  1578   0.481333E+03   0.194949E+02   0.760177E-01   0.170681E+01
  1579   0.478985E+03   0.195646E+02   0.759526E-01   0.143978E+01
  1580   0.476660E+03   0.196335E+02   0.758448E-01   0.116716E+01
  1581   0.474360E+03   0.197004E+02   0.757802E-01   0.889110E+00
  1582   0.472100E+03   0.197657E+02   0.756727E-01   0.605740E+00
  1583   0.469858E+03   0.198284E+02   0.756086E-01   0.317218E+00
  1584   0.467655E+03   0.198904E+02   0.755016E-01   0.236238E-01
  1585   0.465471E+03   0.199506E+02   0.754380E-01  -0.274802E+00
  1586   0.463326E+03   0.200084E+02   0.753313E-01  -0.577918E+00
  1587   0.461208E+03   0.200648E+02   0.752683E-01  -0.885706E+00
  1588   0.459125E+03   0.201192E+02   0.751621E-01  -0.119792E+01
  1589   0.457066E+03   0.201718E+02   0.750997E-01  -0.151440E+01
  1590   0.455039E+03   0.202223E+02   0.749940E-01  -0.183500E+01
  1591   0.453047E+03   0.202710E+02   0.749322E-01  -0.215957E+01
  1592   0.451083E+03   0.203181E+02   0.748271E-01  -0.248791E+01
  1593   0.449151E+03   0.203629E+02   0.747659E-01  -0.282002E+01
  1594   0.447247E+03   0.204060E+02   0.746613E-01  -0.315562E+01
  1595   0.445379E+03   0.204473E+02   0.746008E-01  -0.349447E+01
  1596   0.443547E+03   0.204861E+02   0.744968E-01  -0.383657E+01
  1597   0.441739E+03   0.205231E+02   0.744371E-01  -0.418170E+01
  1598   0.439968E+03   0.205579E+02   0.743337E-01  -0.452964E+01
  1599   0.438225E+03   0.205908E+02   0.742746E-01  -0.488037E+01
  1600   0.436519E+03   0.206220E+02   0.741719E-01  -0.523369E+01
  1601   0.434841E+03   0.206510E+02   0.741136E-01  -0.558939E+01
  1602   0.433192E+03   0.206773E+02   0.740115E-01  -0.594731E+01
  1603   0.431583E+03   0.207018E+02   0.739540E-01  -0.630745E+01
  1604   0.430003E+03   0.207242E+02   0.738525E-01  -0.666968E+01
  1605   0.428456E+03   0.207446E+02   0.737959E-01  -0.703328E+01
  1606   0.426942E+03   0.207628E+02   0.736951E-01  -0.739887E+01
  1607   0.425456E+03   0.207792E+02   0.736393E-01  -0.776602E+01
  1608   0.424004E+03   0.207937E+02   0.735393E-01  -0.813390E+01
  1609   0.422587E+03   0.208052E+02   0.734843E-01  -0.850321E+01
  1610   0.421204E+03   0.208148E+02   0.733850E-01  -0.887350E+01
  1611   0.419846E+03   0.208226E+02   0.733308E-01  -0.924432E+01
  1612   0.418529E+03   0.208277E+02   0.732323E-01  -0.961601E+01
  1613   0.417232E+03   0.208309E+02   0.731790E-01  -0.998812E+01
  1614   0.415977E+03   0.208323E+02   0.730813E-01  -0.103606E+02
  1615   0.414750E+03   0.208313E+02   0.730289E-01  -0.107330E+02
  1616   0.413552E+03   0.208282E+02   0.729319E-01  -0.111052E+02
  1617   0.412387E+03   0.208231E+02   0.728805E-01  -0.114772E+02
  1618   0.411255E+03   0.208158E+02   0.727843E-01  -0.118490E+02
  1619   0.410144E+03   0.208061E+02   0.727338E-01  -0.122204E+02
  1620   0.409078E+03   0.207947E+02   0.726384E-01  -0.125911E+02
  1621   0.408036E+03   0.207805E+02   0.725888E-01  -0.129610E+02
  1622   0.407027E+03   0.207648E+02   0.724942E-01  -0.133299E+02
  1623   0.406043E+03   0.207468E+02   0.724455E-01  -0.136980E+02
  1624   0.405096E+03   0.207270E+02   0.723518E-01  -0.140642E+02
  1625   0.404177E+03   0.207045E+02   0.723041E-01  -0.144295E+02
  1626   0.403288E+03   0.206805E+02   0.722112E-01  -0.147932E+02
  1627   0.402423E+03   0.206538E+02   0.721644E-01  -0.151550E+02
  1628   0.401591E+03   0.206256E+02   0.720723E-01  -0.155153E+02
  1629   0.400787E+03   0.205952E+02   0.720265E-01  -0.158731E+02
  1630   0.400016E+03   0.205628E+02   0.719353E-01  -0.162292E+02
  1631   0.399261E+03   0.205282E+02   0.718904E-01  -0.165828E+02
  1632   0.398547E+03   0.204913E+02   0.718000E-01  -0.169342E+02
  1633   0.397857E+03   0.204529E+02   0.717561E-01  -0.172830E+02
  1634   0.397204E+03   0.204123E+02   0.716665E-01  -0.176292E+02
  1635   0.396566E+03   0.203701E+02   0.716236E-01  -0.179726E+02
  1636   0.395962E+03   0.203250E+02   0.715349E-01  -0.183129E+02
  1637   0.395381E+03   0.202786E+02   0.714929E-01  -0.186507E+02
  1638   0.394825E+03   0.202305E+02   0.714050E-01  -0.189849E+02
  1639   0.394300E+03   0.201801E+02   0.713640E-01  -0.193158E+02
  1640   0.393800E+03   0.201278E+02   0.712769E-01  -0.196437E+02
  1641   0.393319E+03   0.200737E+02   0.712368E-01  -0.199679E+02
  1642   0.392871E+03   0.200177E+02   0.711506E-01  -0.202880E+02
  1643   0.392442E+03   0.199606E+02   0.711115E-01  -0.206049E+02
  1644   0.392038E+03   0.199005E+02   0.710261E-01  -0.209186E+02
  1645   0.391656E+03   0.198390E+02   0.709879E-01  -0.212277E+02
  1646   0.391299E+03   0.197760E+02   0.709033E-01  -0.215328E+02
  1647   0.390969E+03   0.197111E+02   0.708660E-01  -0.218331E+02
  1648   0.390662E+03   0.196445E+02   0.707822E-01  -0.221301E+02
  1649   0.390375E+03   0.195763E+02   0.707459E-01  -0.224226E+02
  1650   0.390111E+03   0.195060E+02   0.706629E-01  -0.227102E+02
  1651   0.389867E+03   0.194347E+02   0.706274E-01  -0.229940E+02
  1652   0.389649E+03   0.193608E+02   0.705452E-01  -0.232725E+02
  1653   0.389446E+03   0.192858E+02   0.705106E-01  -0.235459E+02
  1654   0.389267E+03   0.192098E+02   0.704292E-01  -0.238158E+02
  1655   0.389109E+03   0.191320E+02   0.703955E-01  -0.240795E+02
  1656   0.388971E+03   0.190525E+02   0.703148E-01  -0.243387E+02
  1657   0.388843E+03   0.189716E+02   0.702820E-01  -0.245928E+02
  1658   0.388745E+03   0.188890E+02   0.702020E-01  -0.248421E+02
  1659   0.388661E+03   0.188049E+02   0.701701E-01  -0.250857E+02
  1660   0.388592E+03   0.187200E+02   0.700908E-01  -0.253241E+02
  1661   0.388543E+03   0.186333E+02   0.700597E-01  -0.255575E+02
  1662   0.388510E+03   0.185457E+02   0.699812E-01  -0.257855E+02
  1663   0.388492E+03   0.184567E+02   0.699509E-01  -0.260074E+02
  1664   0.388490E+03   0.183661E+02   0.698730E-01  -0.262240E+02
  1665   0.388503E+03   0.182745E+02   0.698435E-01  -0.264350E+02
  1666   0.388535E+03   0.181817E+02   0.697663E-01  -0.266409E+02
  1667   0.388574E+03   0.180879E+02   0.697375E-01  -0.268402E+02
  1668   0.388635E+03   0.179929E+02   0.696610E-01  -0.270344E+02
  1669   0.388704E+03   0.178970E+02   0.696330E-01  -0.272222E+02
  1670   0.388786E+03   0.177999E+02   0.695570E-01  -0.274041E+02
  1671   0.388884E+03   0.177015E+02   0.695298E-01  -0.275807E+02
  1672   0.388995E+03   0.176024E+02   0.694544E-01  -0.277509E+02
  1673   0.389109E+03   0.175020E+02   0.694279E-01  -0.279151E+02
  1674   0.389243E+03   0.174015E+02   0.693531E-01  -0.280733E+02
  1675   0.389378E+03   0.172995E+02   0.693272E-01  -0.282253E+02
  1676   0.389532E+03   0.171963E+02   0.692530E-01  -0.283712E+02
  1677   0.389692E+03   0.170931E+02   0.692278E-01  -0.285110E+02
  1678   0.389858E+03   0.169884E+02   0.691541E-01  -0.286447E+02
  1679   0.390033E+03   0.168836E+02   0.691295E-01  -0.287722E+02
  1680   0.390220E+03   0.167777E+02   0.690563E-01  -0.288931E+02
  1681   0.390413E+03   0.166707E+02   0.690323E-01  -0.290079E+02
  1682   0.390610E+03   0.165638E+02   0.689595E-01  -0.291171E+02
  1683   0.390817E+03   0.164564E+02   0.689361E-01  -0.292193E+02
  1684   0.391030E+03   0.163481E+02   0.688638E-01  -0.293157E+02
  1685   0.391249E+03   0.162394E+02   0.688410E-01  -0.294058E+02
  1686   0.391476E+03   0.161304E+02   0.687691E-01  -0.294890E+02
  1687   0.391699E+03   0.160203E+02   0.687468E-01  -0.295662E+02
  1688   0.391937E+03   0.159104E+02   0.686753E-01  -0.296374E+02
  1689   0.392169E+03   0.158001E+02   0.686535E-01  -0.297017E+02
  1690   0.392407E+03   0.156892E+02   0.685823E-01  -0.297599E+02
  1691   0.392649E+03   0.155785E+02   0.685610E-01  -0.298122E+02
  1692   0.392897E+03   0.154668E+02   0.684902E-01  -0.298578E+02
  1693   0.393142E+03   0.153552E+02   0.684693E-01  -0.298971E+02
  1694   0.393389E+03   0.152438E+02   0.683988E-01  -0.299308E+02
  1695   0.393639E+03   0.151314E+02   0.683783E-01  -0.299573E+02
  1696   0.393891E+03   0.150196E+02   0.683080E-01  -0.299783E+02
  1697   0.394136E+03   0.149072E+02   0.682879E-01  -0.299928E+02
  1698   0.394389E+03   0.147951E+02   0.682179E-01  -0.300014E+02
  1699   0.394638E+03   0.146827E+02   0.681981E-01  -0.300033E+02
  1700   0.394889E+03   0.145699E+02   0.681284E-01  -0.299995E+02
  1701   0.395131E+03   0.144580E+02   0.681089E-01  -0.299894E+02
  1702   0.395381E+03   0.143457E+02   0.680393E-01  -0.299733E+02
  1703   0.395622E+03   0.142340E+02   0.680201E-01  -0.299515E+02
  1704   0.395864E+03   0.141218E+02   0.679507E-01  -0.299235E+02
  1705   0.396101E+03   0.140103E+02   0.679318E-01  -0.298894E+02
  1706   0.396334E+03   0.138980E+02   0.678625E-01  -0.298495E+02
  1707   0.396565E+03   0.137864E+02   0.678438E-01  -0.298043E+02
  1708   0.396792E+03   0.136755E+02   0.677746E-01  -0.297528E+02
  1709   0.397013E+03   0.135649E+02   0.677561E-01  -0.296958E+02
  1710   0.397230E+03   0.134551E+02   0.676869E-01  -0.296329E+02
  1711   0.397436E+03   0.133455E+02   0.676686E-01  -0.295641E+02
  1712   0.397646E+03   0.132358E+02   0.675995E-01  -0.294902E+02
  1713   0.397841E+03   0.131267E+02   0.675813E-01  -0.294108E+02
  1714   0.398032E+03   0.130185E+02   0.675121E-01  -0.293255E+02
  1715   0.398212E+03   0.129102E+02   0.674941E-01  -0.292356E+02
  1716   0.398394E+03   0.128029E+02   0.674249E-01  -0.291398E+02
  1717   0.398562E+03   0.126959E+02   0.674070E-01  -0.290390E+02
  1718   0.398721E+03   0.125898E+02   0.673377E-01  -0.289332E+02
  1719   0.398871E+03   0.124841E+02   0.673198E-01  -0.288220E+02
  1720   0.399020E+03   0.123794E+02   0.672505E-01  -0.287062E+02
  1721   0.399153E+03   0.122754E+02   0.672326E-01  -0.285850E+02
  1722   0.399284E+03   0.121717E+02   0.671631E-01  -0.284593E+02
  1723   0.399400E+03   0.120688E+02   0.671452E-01  -0.283286E+02
  1724   0.399505E+03   0.119673E+02   0.670756E-01  -0.281934E+02
  1725   0.399599E+03   0.118658E+02   0.670577E-01  -0.280533E+02
  1726   0.399686E+03   0.117657E+02   0.669879E-01  -0.279091E+02
  1727   0.399760E+03   0.116662E+02   0.669699E-01  -0.277600E+02
  1728   0.399824E+03   0.115683E+02   0.668999E-01  -0.276068E+02
  1729   0.399879E+03   0.114710E+02   0.668819E-01  -0.274493E+02
  1730   0.399916E+03   0.113744E+02   0.668116E-01  -0.272870E+02
  1731   0.399944E+03   0.112787E+02   0.667934E-01  -0.271213E+02
  1732   0.399961E+03   0.111840E+02   0.667230E-01  -0.269510E+02
  1733   0.399964E+03   0.110906E+02   0.667046E-01  -0.267771E+02
  1734   0.399957E+03   0.109980E+02   0.666339E-01  -0.265992E+02
  1735   0.399932E+03   0.109067E+02   0.666154E-01  -0.264171E+02
  1736   0.399900E+03   0.108161E+02   0.665443E-01  -0.262321E+02
  1737   0.399851E+03   0.107272E+02   0.665256E-01  -0.260430E+02
  1738   0.399790E+03   0.106391E+02   0.664542E-01  -0.258503E+02
  1739   0.399718E+03   0.105523E+02   0.664353E-01  -0.256546E+02
  1740   0.399628E+03   0.104666E+02   0.663636E-01  -0.254555E+02
  1741   0.399531E+03   0.103820E+02   0.663444E-01  -0.252527E+02
  1742   0.399415E+03   0.102989E+02   0.662723E-01  -0.250475E+02
  1743   0.399284E+03   0.102168E+02   0.662529E-01  -0.248387E+02
  1744   0.399142E+03   0.101362E+02   0.661804E-01  -0.246273E+02
  1745   0.398981E+03   0.100564E+02   0.661607E-01  -0.244130E+02
  1746   0.398809E+03   0.997840E+01   0.660877E-01  -0.241958E+02
  1747   0.398621E+03   0.990183E+01   0.660677E-01  -0.239761E+02
  1748   0.398418E+03   0.982679E+01   0.659944E-01  -0.237539E+02
  1749   0.398197E+03   0.975252E+01   0.659740E-01  -0.235286E+02
  1750   0.397963E+03   0.967980E+01   0.659002E-01  -0.233016E+02
  1751   0.397710E+03   0.960820E+01   0.658795E-01  -0.230726E+02
  1752   0.397449E+03   0.953783E+01   0.658052E-01  -0.228406E+02
  1753   0.397169E+03   0.946859E+01   0.657841E-01  -0.226073E+02
  1754   0.396876E+03   0.940125E+01   0.657093E-01  -0.223718E+02
  1755   0.396564E+03   0.933563E+01   0.656879E-01  -0.221345E+02
  1756   0.396243E+03   0.927102E+01   0.656125E-01  -0.218953E+02
  1757   0.395900E+03   0.920785E+01   0.655907E-01  -0.216547E+02
  1758   0.395541E+03   0.914614E+01   0.655148E-01  -0.214127E+02
  1759   0.395169E+03   0.908586E+01   0.654926E-01  -0.211694E+02
  1760   0.394782E+03   0.902716E+01   0.654162E-01  -0.209245E+02
  1761   0.394375E+03   0.896987E+01   0.653936E-01  -0.206787E+02
  1762   0.393955E+03   0.891407E+01   0.653166E-01  -0.204317E+02
  1763   0.393520E+03   0.885979E+01   0.652935E-01  -0.201835E+02
  1764   0.393075E+03   0.880711E+01   0.652159E-01  -0.199349E+02
  1765   0.392604E+03   0.875578E+01   0.651924E-01  -0.196852E+02
  1766   0.392123E+03   0.870600E+01   0.651142E-01  -0.194352E+02
  1767   0.391624E+03   0.865765E+01   0.650902E-01  -0.191842E+02
  1768   0.391111E+03   0.861091E+01   0.650114E-01  -0.189330E+02
  1769   0.390582E+03   0.856562E+01   0.649870E-01  -0.186819E+02
  1770   0.390038E+03   0.852184E+01   0.649076E-01  -0.184299E+02
  1771   0.389477E+03   0.847957E+01   0.648826E-01  -0.181781E+02
  1772   0.388906E+03   0.843883E+01   0.648026E-01  -0.179266E+02
  1773   0.388310E+03   0.839954E+01   0.647772E-01  -0.176744E+02
  1774   0.387707E+03   0.836184E+01   0.646965E-01  -0.174232E+02
  1775   0.387085E+03   0.832560E+01   0.646706E-01  -0.171720E+02
  1776   0.386453E+03   0.829089E+01   0.645893E-01  -0.169209E+02
  1777   0.385796E+03   0.825770E+01   0.645629E-01  -0.166710E+02
  1778   0.385132E+03   0.822601E+01   0.644810E-01  -0.164212E+02
  1779   0.384449E+03   0.819581E+01   0.644540E-01  -0.161723E+02
  1780   0.383756E+03   0.816715E+01   0.643714E-01  -0.159239E+02
  1781   0.383048E+03   0.813992E+01   0.643440E-01  -0.156766E+02
  1782   0.382320E+03   0.811425E+01   0.642607E-01  -0.154302E+02
  1783   0.381579E+03   0.809001E+01   0.642327E-01  -0.151848E+02
  1784   0.380832E+03   0.806728E+01   0.641489E-01  -0.149403E+02
  1785   0.380063E+03   0.804600E+01   0.641204E-01  -0.146975E+02
  1786   0.379285E+03   0.802623E+01   0.640358E-01  -0.144558E+02
  1787   0.378490E+03   0.800791E+01   0.640068E-01  -0.142153E+02
  1788   0.377686E+03   0.799106E+01   0.639216E-01  -0.139771E+02
  1789   0.376863E+03   0.797560E+01   0.638920E-01  -0.137398E+02
  1790   0.376028E+03   0.796164E+01   0.638062E-01  -0.135044E+02
  1791   0.375180E+03   0.794903E+01   0.637761E-01  -0.132711E+02
  1792   0.374324E+03   0.793792E+01   0.636896E-01  -0.130391E+02
  1793   0.373444E+03   0.792816E+01   0.636590E-01  -0.128092E+02
  1794   0.372563E+03   0.791982E+01   0.635718E-01  -0.125815E+02
  1795   0.371666E+03   0.791289E+01   0.635407E-01  -0.123558E+02
  1796   0.370747E+03   0.790735E+01   0.634529E-01  -0.121320E+02
  1797   0.369829E+03   0.790309E+01   0.634212E-01  -0.119107E+02
  1798   0.368895E+03   0.790024E+01   0.633328E-01  -0.116914E+02
  1799   0.367946E+03   0.789872E+01   0.633006E-01  -0.114746E+02
  1800   0.366992E+03   0.789858E+01   0.632115E-01  -0.112605E+02
  1801   0.366026E+03   0.789966E+01   0.631789E-01  -0.110486E+02
  1802   0.365054E+03   0.790209E+01   0.630891E-01  -0.108395E+02
  1803   0.364064E+03   0.790576E+01   0.630559E-01  -0.106332E+02
  1804   0.363063E+03   0.791072E+01   0.629656E-01  -0.104292E+02
  1805   0.362049E+03   0.791691E+01   0.629319E-01  -0.102281E+02
  1806   0.361035E+03   0.792442E+01   0.628409E-01  -0.100300E+02
  1807   0.360002E+03   0.793308E+01   0.628068E-01  -0.983473E+01
  1808   0.358965E+03   0.794292E+01   0.627152E-01  -0.964240E+01
  1809   0.357916E+03   0.795383E+01   0.626806E-01  -0.945316E+01
  1810   0.356863E+03   0.796603E+01   0.625883E-01  -0.926703E+01
  1811   0.355793E+03   0.797930E+01   0.625533E-01  -0.908401E+01
  1812   0.354721E+03   0.799377E+01   0.624604E-01  -0.890427E+01
  1813   0.353639E+03   0.800926E+01   0.624249E-01  -0.872777E+01
  1814   0.352549E+03   0.802587E+01   0.623315E-01  -0.855459E+01
  1815   0.351452E+03   0.804349E+01   0.622955E-01  -0.838477E+01
  1816   0.350351E+03   0.806219E+01   0.622016E-01  -0.821842E+01
  1817   0.349237E+03   0.808185E+01   0.621652E-01  -0.805545E+01
  1818   0.348119E+03   0.810257E+01   0.620706E-01  -0.789601E+01
  1819   0.346985E+03   0.812426E+01   0.620338E-01  -0.774016E+01
  1820   0.345857E+03   0.814687E+01   0.619388E-01  -0.758788E+01
  1821   0.344722E+03   0.817040E+01   0.619015E-01  -0.743923E+01
  1822   0.343581E+03   0.819487E+01   0.618059E-01  -0.729427E+01
  1823   0.342443E+03   0.822022E+01   0.617683E-01  -0.715301E+01
  1824   0.341292E+03   0.824636E+01   0.616722E-01  -0.701546E+01
  1825   0.340136E+03   0.827326E+01   0.616342E-01  -0.688174E+01
  1826   0.338976E+03   0.830138E+01   0.615376E-01  -0.675180E+01
  1827   0.337814E+03   0.833008E+01   0.614992E-01  -0.662567E+01
  1828   0.336646E+03   0.835958E+01   0.614021E-01  -0.650345E+01
  1829   0.335473E+03   0.838943E+01   0.613634E-01  -0.638508E+01
  1830   0.334300E+03   0.842068E+01   0.612658E-01  -0.627061E+01
  1831   0.333122E+03   0.845225E+01   0.612268E-01  -0.616010E+01
  1832   0.331942E+03   0.848458E+01   0.611288E-01  -0.605355E+01
  1833   0.330760E+03   0.851755E+01   0.610895E-01  -0.595092E+01
  1834   0.329579E+03   0.855093E+01   0.609910E-01  -0.585238E+01
  1835   0.328390E+03   0.858523E+01   0.609514E-01  -0.575772E+01
  1836   0.327203E+03   0.862056E+01   0.608525E-01  -0.566719E+01
  1837   0.326014E+03   0.865555E+01   0.608126E-01  -0.558065E+01
  1838   0.324827E+03   0.869155E+01   0.607133E-01  -0.549819E+01
  1839   0.323632E+03   0.872812E+01   0.606732E-01  -0.541975E+01
  1840   0.322446E+03   0.876474E+01   0.605735E-01  -0.534541E+01
  1841   0.321255E+03   0.880223E+01   0.605332E-01  -0.527511E+01
  1842   0.320066E+03   0.884007E+01   0.604331E-01  -0.520890E+01
  1843   0.318874E+03   0.887813E+01   0.603926E-01  -0.514677E+01
  1844   0.317687E+03   0.891684E+01   0.602922E-01  -0.508868E+01
  1845   0.316505E+03   0.895574E+01   0.602514E-01  -0.503470E+01
  1846   0.315318E+03   0.899527E+01   0.601507E-01  -0.498473E+01
  1847   0.314132E+03   0.903498E+01   0.601098E-01  -0.493891E+01
  1848   0.312950E+03   0.907499E+01   0.600087E-01  -0.489708E+01
  1849   0.311767E+03   0.911517E+01   0.599676E-01  -0.485931E+01
  1850   0.310591E+03   0.915562E+01   0.598664E-01  -0.482558E+01
  1851   0.309405E+03   0.919651E+01   0.598251E-01  -0.479588E+01
  1852   0.308238E+03   0.923797E+01   0.597236E-01  -0.477020E+01
  1853   0.307062E+03   0.927893E+01   0.596822E-01  -0.474850E+01
  1854   0.305897E+03   0.932015E+01   0.595804E-01  -0.473082E+01
  1855   0.304731E+03   0.936115E+01   0.595390E-01  -0.471706E+01
  1856   0.303575E+03   0.940266E+01   0.594370E-01  -0.470720E+01
  1857   0.302417E+03   0.944456E+01   0.593955E-01  -0.470128E+01
  1858   0.301267E+03   0.948601E+01   0.592933E-01  -0.469923E+01
  1859   0.300120E+03   0.952785E+01   0.592517E-01  -0.470108E+01
  1860   0.298978E+03   0.956923E+01   0.591493E-01  -0.470671E+01
  1861   0.297843E+03   0.961095E+01   0.591078E-01  -0.471618E+01
  1862   0.296717E+03   0.965250E+01   0.590052E-01  -0.472938E+01
  1863   0.295585E+03   0.969405E+01   0.589636E-01  -0.474629E+01
  1864   0.294470E+03   0.973603E+01   0.588609E-01  -0.476693E+01
  1865   0.293354E+03   0.977738E+01   0.588194E-01  -0.479123E+01
  1866   0.292253E+03   0.981853E+01   0.587165E-01  -0.481917E+01
  1867   0.291147E+03   0.985965E+01   0.586750E-01  -0.485063E+01
  1868   0.290056E+03   0.990054E+01   0.585721E-01  -0.488572E+01
  1869   0.288969E+03   0.994106E+01   0.585306E-01  -0.492426E+01
  1870   0.287892E+03   0.998163E+01   0.584277E-01  -0.496634E+01
  1871   0.286816E+03   0.100221E+02   0.583863E-01  -0.501178E+01
  1872   0.285756E+03   0.100620E+02   0.582832E-01  -0.506068E+01
  1873   0.284698E+03   0.101019E+02   0.582419E-01  -0.511289E+01
  1874   0.283653E+03   0.101411E+02   0.581389E-01  -0.516842E+01
  1875   0.282612E+03   0.101802E+02   0.580977E-01  -0.522720E+01
  1876   0.281582E+03   0.102190E+02   0.579946E-01  -0.528915E+01
  1877   0.280557E+03   0.102573E+02   0.579536E-01  -0.535429E+01
  1878   0.279542E+03   0.102950E+02   0.578505E-01  -0.542254E+01
  1879   0.278535E+03   0.103323E+02   0.578096E-01  -0.549379E+01
  1880   0.277542E+03   0.103692E+02   0.577066E-01  -0.556812E+01
  1881   0.276554E+03   0.104056E+02   0.576659E-01  -0.564535E+01
  1882   0.275577E+03   0.104419E+02   0.575629E-01  -0.572546E+01
  1883   0.274609E+03   0.104772E+02   0.575224E-01  -0.580844E+01
  1884   0.273654E+03   0.105126E+02   0.574195E-01  -0.589421E+01
  1885   0.272705E+03   0.105470E+02   0.573792E-01  -0.598275E+01
  1886   0.271767E+03   0.105812E+02   0.572764E-01  -0.607392E+01
  1887   0.270835E+03   0.106146E+02   0.572363E-01  -0.616779E+01
  1888   0.269923E+03   0.106473E+02   0.571336E-01  -0.626418E+01
  1889   0.269012E+03   0.106794E+02   0.570938E-01  -0.636311E+01
  1890   0.268117E+03   0.107111E+02   0.569912E-01  -0.646452E+01
  1891   0.267232E+03   0.107422E+02   0.569517E-01  -0.656828E+01
  1892   0.266358E+03   0.107726E+02   0.568492E-01  -0.667445E+01
  1893   0.265490E+03   0.108023E+02   0.568100E-01  -0.678283E+01
  1894   0.264640E+03   0.108314E+02   0.567077E-01  -0.689340E+01
  1895   0.263794E+03   0.108598E+02   0.566688E-01  -0.700617E+01
  1896   0.262964E+03   0.108877E+02   0.565666E-01  -0.712105E+01
  1897   0.262145E+03   0.109144E+02   0.565281E-01  -0.723796E+01
  1898   0.261337E+03   0.109406E+02   0.564261E-01  -0.735691E+01
  1899   0.260539E+03   0.109662E+02   0.563879E-01  -0.747772E+01
  1900   0.259753E+03   0.109907E+02   0.562861E-01  -0.760043E+01
  1901   0.258976E+03   0.110145E+02   0.562482E-01  -0.772499E+01
  1902   0.258218E+03   0.110376E+02   0.561467E-01  -0.785124E+01
  1903   0.257463E+03   0.110596E+02   0.561092E-01  -0.797904E+01
  1904   0.256732E+03   0.110815E+02   0.560079E-01  -0.810824E+01
  1905   0.255997E+03   0.111020E+02   0.559708E-01  -0.823926E+01
  1906   0.255282E+03   0.111218E+02   0.558697E-01  -0.837180E+01
  1907   0.254577E+03   0.111411E+02   0.558330E-01  -0.850523E+01
  1908   0.253888E+03   0.111593E+02   0.557322E-01  -0.864040E+01
  1909   0.253202E+03   0.111765E+02   0.556959E-01  -0.877640E+01
  1910   0.252535E+03   0.111934E+02   0.555954E-01  -0.891377E+01
  1911   0.251878E+03   0.112090E+02   0.555595E-01  -0.905248E+01
  1912   0.251236E+03   0.112238E+02   0.554593E-01  -0.919164E+01
  1913   0.250604E+03   0.112375E+02   0.554239E-01  -0.933179E+01
  1914   0.249985E+03   0.112504E+02   0.553240E-01  -0.947289E+01
  1915   0.249376E+03   0.112625E+02   0.552890E-01  -0.961492E+01
  1916   0.248779E+03   0.112737E+02   0.551894E-01  -0.975754E+01
  1917   0.248195E+03   0.112837E+02   0.551549E-01  -0.990102E+01
  1918   0.247624E+03   0.112933E+02   0.550556E-01  -0.100450E+02
  1919   0.247063E+03   0.113015E+02   0.550215E-01  -0.101895E+02
  1920   0.246517E+03   0.113089E+02   0.549226E-01  -0.103345E+02
  1921   0.245976E+03   0.113155E+02   0.548890E-01  -0.104797E+02
  1922   0.245456E+03   0.113209E+02   0.547904E-01  -0.106252E+02
  1923   0.244940E+03   0.113256E+02   0.547573E-01  -0.107708E+02
  1924   0.244437E+03   0.113293E+02   0.546590E-01  -0.109168E+02
  1925   0.243950E+03   0.113317E+02   0.546265E-01  -0.110630E+02
  1926   0.243473E+03   0.113337E+02   0.545286E-01  -0.112090E+02
  1927   0.243000E+03   0.113347E+02   0.544965E-01  -0.113555E+02
  1928   0.242551E+03   0.113348E+02   0.543989E-01  -0.115008E+02
  1929   0.242103E+03   0.113337E+02   0.543674E-01  -0.116468E+02
  1930   0.241674E+03   0.113318E+02   0.542702E-01  -0.117921E+02
